Empresa;Ano;Dado Extraído;Valor;Unidade;Fonte (Texto Original);Página
ENGIE_teste_43;2024;total_colaboradores;1173.0;colaboradores;Ao final de 2024, o quadro funcional da ENGIE Brasil Energia era formado por 1.173 colaboradores diretos.;48
ENGIE_teste_43;2024;percentual_mulheres;32.1;%;Em 2024, houve um aumento de 2,7 p.p no número de mulheres no quadro funcional, passando de 29,4% para 32,1%.;57
ENGIE_teste_43;2024;percentual_mulheres_lideranca;31.4;%;Em 2024, houve um aumento de 2,7 p.p no número de mulheres no quadro funcional, passando de 29,4% para 32,1%. O incremento também foi observado nas posições de liderança: de 27,7% em 2023 para 31,4% em 2024.;57
ENGIE_teste_43;2024;total_mulheres_gerencia;0.0;unidade;0;136
ENGIE_teste_43;2024;total_mulheres_diretoria;2.0;mulheres;Diretoria também conta com mulheres em seu quadro, respondendo pela Diretora de Pessoas, Processos e Sustentabilidade, desde 2020, e pela Diretora Jurídica e de Ética, desde 2023.;57
ENGIE_teste_43;2024;total_pessoas_negras;0.0;unidade;0;136
ENGIE_teste_43;2024;percentual_pessoas_negras;0.0;percentual;0;136
ENGIE_teste_43;2024;taxa_frequencia_acidentes;0.274;TF (Taxa de Frequência);Taxa de Frequência (TF)* prestadores de serviços 1,290 0,920 0,274 ≤ 1,4 ≤ 1,4;51
ENGIE_teste_43;2024;media_horas_treinamento;70.243;horas;Total de horas de treinamento GRI 404-1 Número médio de horas de treinamento por colaborador GRI 404-1 73.531 70.243 62,7;59
ENGIE_teste_43;2024;total_horas_treinamento;2738.3;horas;Número total de horas 1.591,5 1.542 2.738,3;59
ENGIE_teste_43;2024;total_multas;0.0;R$;Não há menção a 'Passivos' ou 'multas' nos trechos apresentados.;105
ENGIE_teste_43;2024;percentual_diversidade_racial_lideranca;0.0;%;0;136
ENGIE_teste_43;2024;total_pcd;0.0;unidade;Não existe referência à linha 'PCD' na tabela fornecida.;132
ENGIE_teste_43;2024;percentual_pcd;0.0;percentual;Não foi possível localizar a linha 'PCD' na tabela.;133
ENGIE_teste_43;2024;total_analistas_mulheres;264.0;unidade;Colaboradores por categoria funcional e gênero Categoria funcional Homens Mulheres Total Analistas, engenheiros e especialistas 448 264 712;136
ENGIE_teste_43;2024;total_gerentes_mulheres;14.0;unidade;Gerentes 42 14 56;136
ENGIE_teste_43;2024;total_diretores_mulheres;2.0;unidade;Diretores 7 2 9;136
ENGIE_teste_43;2024;percentual_equidade_salarial;0.0;proporção;A tabela 'Equidade Salarial' não está presente nos trechos fornecidos.;136
ENGIE_teste_43;2024;total_homens_gerencia;42.0;colaboradores;Gerentes 42 14 56;136
